RainTomorrow,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
Yes,13.9,22.6,0.8,2.4,3,SE,26,SW,ESE,4,7,81,89,1026.6,1024.1,6,8,18,18.4,No
Yes,21,37.5,2.2,8.8,7.5,NW,61,E,W,19,22,64,19,1008.1,1002.7,5,6,25.2,37.5,Yes
Yes,22.4,40.4,1.4,12.4,10.8,NE,59,E,S,9,11,59,26,1011.2,1008.9,0,3,29.3,38.8,Yes
Yes,24.3,28.1,35.6,3.6,0,NW,80,WNW,NW,13,31,93,85,1003.8,1001.9,8,7,25.4,26.8,Yes
No,5.5,18.9,0,1.8,9.5,WSW,31,WSW,S,13,17,58,41,1012.9,1011.2,1,1,15.2,18,No
No,15.1,26.1,0,8.4,10.8,WSW,43,WSW,WSW,11,28,55,22,1017.4,1015.5,1,1,20.3,25.3,No
No,24,38,0,9.4,8.9,ESE,33,SE,S,9,7,33,18,1007.7,1006.9,4,3,27.9,35.6,No
Yes,12.9,18.1,1,2.2,1.7,W,39,NNW,W,17,26,97,90,1015.3,1012.6,8,8,15,16.5,No
Yes,16.8,22.7,2.2,2.6,7.3,SE,39,SSW,SE,7,15,68,65,1020.4,1019.5,4,7,21,20.9,Yes
Yes,22.4,28.6,9.2,4.4,1,SE,59,SSE,S,22,19,74,78,1016.7,1014.4,7,7,25.6,25,Yes
No,19.6,25.2,0,5.4,10.7,ENE,37,NNE,NNE,13,20,61,70,1012.5,1011.1,6,6,23,23.5,No
No,11.4,25.7,0,8.4,12.8,W,44,W,WSW,13,20,58,16,1017.6,1015.5,1,1,15.4,24,No
Yes,23.3,31.2,18.8,4.8,6.1,SE,50,S,SE,15,33,76,59,1013.6,1010.6,8,5,25.7,30.3,Yes
No,9.3,16.3,0,7.8,11.3,WSW,54,SW,WSW,24,11,47,26,1020,1017.8,1,3,11.3,14.7,No
No,13.3,19.9,0,9.8,4.3,S,48,SSW,SSE,30,24,63,56,1028.1,1026.7,7,5,15.9,17.9,No
No,15.4,29.8,0,5.4,10.4,ENE,37,E,S,17,11,56,28,1023.5,1020,1,2,22.4,29.3,No
Yes,16.7,17.7,0.6,4,0,S,30,SSW,S,7,13,100,90,1010.2,1010.4,8,8,16.9,16.5,No
Yes,18,22,1,16.2,5.5,WNW,70,W,SSW,20,28,93,55,1006.1,1009.5,8,5,18,20.7,No
No,18.5,26.3,0,5.6,7.6,ENE,33,WNW,ENE,9,22,58,56,1023.5,1021.9,7,5,22.1,24.2,No
Yes,20.9,25.6,10.4,3,3.5,ENE,43,E,ENE,20,13,84,71,1019.8,1018.6,7,7,23.1,24.4,Yes
Yes,27.5,37.5,0,13.4,2.5,W,59,NNW,WSW,30,37,18,17,1008,1007.4,7,7,34.2,34.6,No
No,18.5,24.8,2.2,6.2,9.9,ENE,67,E,E,35,37,65,53,1024.4,1022.4,4,2,22.3,23.4,Yes
Yes,16.6,22.1,1.4,7.2,8.5,WSW,43,WNW,WSW,15,20,50,49,1015.9,1016.3,6,7,20.4,20.7,Yes
Yes,24.8,31,0.8,4.2,2.8,NNW,33,NW,NNE,13,11,77,70,1006.4,1003.3,7,7,28.2,29.6,No
No,7.7,31.3,0,4,10.3,W,37,E,WNW,13,20,59,13,1017.4,1013.3,6,2,14.8,30.4,No
No,10.7,23.7,0,4.6,10.5,NNE,37,NNW,NE,7,28,48,30,1024.2,1020.3,1,1,18.1,22.9,No
No,14.6,19,0.8,1.4,6.7,N,52,NW,SW,24,22,65,43,1012.5,1011.2,7,6,15.3,16.5,No
No,-0.1,18.3,0,4.6,11,ENE,20,E,E,6,9,59,39,1032,1028.2,0,1,10.7,17.8,No
No,8,19.2,0,6.8,10.6,WNW,56,WNW,W,26,22,47,33,1014.6,1012.7,0,1,14.6,18.7,No
Yes,12.6,27.2,0,2.4,8.1,NNW,41,NNE,NNW,13,26,85,32,1013.3,1007.4,3,1,16.6,26.4,No
No,8.8,16.4,0,4.6,9.2,W,57,NW,WSW,20,43,45,32,1010.6,1010.7,2,3,11.9,15.1,No
Yes,10.2,22.5,0,5,4.5,S,31,S,SSE,9,13,78,46,1016.9,1014.8,7,7,14.1,21.7,No
Yes,8.8,17.1,0.4,2.2,6.2,NNW,57,NW,NW,24,31,61,50,1011.4,1008.2,7,4,13.9,15.7,No
No,7.2,23.1,0,8.4,13.6,WSW,54,WNW,WSW,11,31,58,19,1012,1010.3,1,2,17.4,20.6,No
Yes,20.2,24.9,0.4,6.6,11.3,ESE,50,E,ESE,30,28,67,66,1016.5,1015.2,2,2,23.6,23.8,No
No,18.4,24.5,0.4,5.6,5.4,NE,28,NE,SE,13,6,68,63,1018.2,1016.3,5,6,22.3,22.4,No
Yes,13.1,21,8.8,1,7.2,NW,57,WNW,NW,6,15,83,81,1010.9,1008.7,3,7,17.1,18.1,Yes
No,19.9,24.8,1.8,5.6,6.3,SE,43,ESE,ESE,22,26,71,70,1019,1017,4,6,23,23.4,Yes
Yes,10.2,13.7,7.4,6,3.7,W,57,WSW,W,19,33,78,76,1004.4,1008.6,7,6,11.6,13.1,Yes
No,18.8,31.8,23.8,5.8,10,N,43,NW,WNW,13,22,79,22,1004.3,1003.4,1,5,23.2,30.1,Yes
Yes,18.7,21,4,1.8,0,E,52,ESE,E,26,37,88,77,1017.4,1015.5,8,8,19.3,20.1,Yes
Yes,10.1,16.4,0,1.6,2.1,SSE,46,SW,W,20,11,64,84,1032.1,1029.7,7,7,12.7,14.3,No
Yes,10.2,13.7,0,1.6,1.2,W,33,W,SSE,20,17,82,80,1025.7,1027,6,7,12.2,12.5,No
No,7.3,20.3,0,1.8,9.3,E,28,E,E,15,9,71,48,1030.4,1026.8,2,1,13.3,20,No
Yes,26.3,33.6,0,5.4,8.6,NE,69,NNE,NW,7,20,68,74,1010.5,1008.3,3,8,30.6,29.1,No
No,17.8,32.8,0,7.2,12.3,E,31,E,SE,24,11,65,39,1015.8,1012.2,1,2,22.9,31.3,No
Yes,19.9,27.5,4.4,4,5.1,SE,50,S,SE,24,30,74,55,1019.1,1016.6,6,5,22.9,26.4,Yes
No,13.9,16.6,4.8,3.6,1.3,SE,52,SSE,SW,35,33,72,74,1021.2,1017,7,7,15.2,15.3,Yes
Yes,22.3,32,30.2,8,7.5,E,46,E,NW,9,19,80,67,1009.5,1006.7,7,7,26.3,31.5,Yes
Yes,22.8,34.6,13,15.8,2.1,NNW,57,E,NNE,9,7,94,50,1014.1,1011.4,8,7,23.5,32.1,Yes
Yes,4.5,12.8,4.2,1.2,0,NW,56,NW,NNW,35,24,74,90,1011.3,1008.6,8,8,12.7,10.3,Yes
No,15.3,18.4,0,6.2,8.2,SSE,48,SSE,SSE,26,24,59,60,1023.3,1021.2,4,3,17.2,16.9,No
Yes,20.9,24.2,0.6,5.8,0,W,44,N,SW,7,4,79,92,1009.1,1007.6,8,8,22.5,17.1,No
Yes,19.8,29.2,0.4,8.6,2.4,NW,61,NE,N,11,11,75,62,1010.4,1007.7,7,7,21.9,25.3,No
Yes,19.6,27,22.4,0.2,0.3,WSW,13,SW,SW,2,4,95,74,1014.8,1011.4,8,7,21.1,26,Yes
No,-0.3,13.3,0,3,9.9,SW,50,SW,WSW,17,26,70,44,1021.1,1017.2,2,1,7.4,12.8,No
Yes,26,31.1,1.6,6.6,0.4,NW,46,NNW,SW,6,19,90,95,1007.3,1005.5,7,8,26.3,24.8,Yes
Yes,12.8,26.9,0,5.8,5.6,NNE,46,NNE,NNE,20,24,43,29,1016,1010.4,5,7,18.7,25.9,No
Yes,11.4,20.5,0.2,0.4,5.7,W,57,W,NW,24,24,64,42,999.9,994.6,4,6,15.1,20.4,No
No,5,21.1,0,2.6,6.6,NNW,48,ESE,ENE,9,20,69,41,1013.8,1006.4,7,6,10.2,19.1,No
Yes,8.7,13.5,16.4,4.4,0,SSE,31,SSE,SE,11,11,95,91,1020.2,1014.9,8,8,8.9,11.8,Yes
Yes,26.3,32.2,2.4,4.4,5.2,E,37,E,NNW,9,28,71,89,1008.1,1005.9,6,6,31.1,25.2,Yes
Yes,13.1,19.7,8.6,1.2,0,SSE,15,SW,SSE,2,2,92,91,1021.4,1018.5,8,8,15,19.3,Yes
Yes,23.5,29.8,32.2,7,3,SE,33,SSE,SSE,24,22,98,76,1008.1,1005.9,7,7,24.9,29,Yes
Yes,13,26.6,4.8,3.1,12.9,W,31,W,WSW,13,13,71,24,1013.2,1011.1,5,2,15.5,24.6,Yes
No,22.6,25.9,0,6.6,5.9,E,54,E,ESE,31,31,85,81,1012.8,1011.5,6,6,24,24.9,No
Yes,9.1,15.3,3,2.4,5.5,W,63,WNW,W,28,33,85,65,1012.8,1014.9,5,4,11.8,12.9,Yes
Yes,8.2,14.7,11.8,0.2,6.9,S,52,S,SSW,19,19,65,77,1028.9,1028.5,1,7,11.9,10.9,Yes
No,17.3,20.3,40.8,3.4,6.7,SSE,52,SE,SE,30,26,74,61,1020.7,1020.8,7,6,19.2,19.2,Yes
No,10.3,16.7,0,0.6,2.6,WNW,33,NW,SE,15,11,75,62,1027.3,1024.6,7,6,13,15.8,No
Yes,9.1,15.9,8.4,2.8,3.4,WSW,48,W,SW,19,15,76,69,1010.1,1012.4,7,7,13.3,13.9,Yes
Yes,9.8,22.3,2.4,2.4,7.2,NW,39,N,WNW,9,24,96,55,1013.8,1011.4,7,4,12.9,20.7,Yes
Yes,17.8,19.9,8.6,1.6,0,SSE,50,SSE,S,24,26,98,94,1007.9,1006.2,7,7,18,19.6,Yes
No,17.2,31.3,1.4,9.2,10.7,ENE,48,NE,NNE,19,19,67,44,1013.2,1010.3,4,5,22,29.8,Yes
No,9.9,24.4,0,8.8,6,ENE,44,E,E,20,17,49,39,1027.1,1023.7,7,6,14.6,21.8,No
Yes,11.7,18.1,17.6,1.4,2.5,NW,67,NW,W,15,26,83,84,1010.5,1005.7,7,7,14.9,15.5,Yes
Yes,11.9,15.8,3,4.4,3.6,W,59,NNW,SW,19,31,94,84,1000.7,999.8,8,6,12.1,14.5,Yes
Yes,8.9,13.3,0,1,5.7,W,31,NW,WNW,2,19,89,89,1029.4,1028,8,8,9.2,10.1,No
No,16.2,21,0,7.6,12.5,E,46,ESE,E,24,30,66,55,1020.6,1018.9,5,1,19.1,19.8,No
Yes,9.3,14.8,9.8,0.6,6.2,NW,30,WNW,NW,7,19,96,64,1014.5,1013.8,8,4,10.1,13.9,Yes
Yes,22.4,28.8,2.2,4,5.7,SSE,43,S,S,15,19,80,76,1018.7,1015.5,6,7,24.4,25.3,Yes
No,17.2,20.4,0.2,4.8,3.4,SE,44,SSE,SE,20,22,72,54,1026.7,1024.1,5,7,17.7,19.3,No
Yes,23.9,31.4,1.6,3.8,6.6,E,39,SE,ENE,22,17,76,77,1006.9,1004.2,6,7,27.3,28.3,Yes
Yes,26.7,34.2,0,8,7.8,NE,44,S,NNW,15,20,74,60,1010.3,1007,3,6,30,32.9,No
Yes,12.8,25.6,0,5.2,3.7,ENE,41,E,ENE,17,20,60,33,1013.9,1009.6,7,7,15.6,23.9,No
Yes,5.8,12.6,0,2.4,0,N,28,N,NNW,17,13,61,64,1015.9,1013.9,7,8,7.5,12.4,No
Yes,7.4,9.4,0.8,0,0,ESE,48,N,E,11,26,87,95,1009.4,1005.1,8,8,8.9,8.8,No
Yes,24.3,31.8,31.4,8.6,3.5,NE,33,SSE,E,15,19,89,67,1010.2,1007.3,8,7,26.5,30.1,Yes
Yes,15.6,20.1,3,5.8,8.9,W,67,SW,SW,30,24,50,49,1013.2,1012.1,1,2,18.5,19.6,Yes
No,19.5,24,0.6,4.6,2.7,E,33,E,SE,19,15,95,81,1020.6,1019.6,8,8,20.7,22.5,No
Yes,24.7,33.3,13.6,5.4,7,N,54,ESE,N,15,26,83,60,1008,1005.1,7,7,27.8,32.2,Yes
Yes,13.2,23.2,0,4,3,NNW,50,N,N,20,24,52,57,1019,1013.7,6,7,20.1,21.1,No
No,9.2,20.2,0,6.4,10.7,W,41,WNW,ESE,24,17,35,26,1017.9,1015.3,1,1,14.7,18.5,No
Yes,17.3,30,3.6,6.2,1.5,NW,48,N,NW,11,11,90,87,1012.7,1007.3,8,8,19,22.4,Yes
Yes,8,19.2,0,1.6,8,S,43,W,S,26,17,76,52,1013.5,1012.2,1,2,9.6,16.1,No
No,15.3,32.3,0,10.2,13.3,ENE,28,NE,SSW,20,11,39,15,1028.8,1024.8,0,1,22,30.5,No
Yes,17.5,28.7,0,7.8,9,N,56,NNE,NE,15,35,63,54,1015,1010.1,1,3,22.4,26.7,No
No,7.1,23.8,0,3.2,10.4,WSW,24,E,WSW,9,13,80,46,1022.6,1020,0,2,12.1,22.8,No
No,8.1,20.7,0,2,7.2,SW,33,N,WSW,7,19,80,37,1014.5,1013.9,7,3,12.4,19.9,No
Yes,18.9,25.7,2.6,2.2,1.4,NE,30,NNW,N,7,4,87,86,1012.1,1010,8,8,20,23.6,Yes
Yes,5,21.9,0,3.8,11.5,W,35,S,S,11,20,69,44,1012.8,1008,1,1,13.1,21.2,No
No,9.4,21,0,3.8,9.4,NNE,31,WNW,NE,13,15,73,63,1025.8,1021.2,0,7,13,19.8,No
Yes,14.5,24.2,0,6.8,5.9,SSW,61,N,NNW,11,20,76,76,999.4,998.9,7,7,17.9,20.3,No
No,11.4,26.8,0,4.4,10.4,S,28,ENE,S,11,7,63,28,1026.7,1022.2,1,2,18.7,25.8,No
No,11.8,20,0,7.2,2.4,SSE,39,S,S,24,24,87,47,1030.8,1032,8,7,15,17.9,No
No,18.3,32.8,11.8,38.4,10.3,NE,43,NNE,NW,28,17,45,22,1016.1,1011.1,3,7,23.2,31.6,Yes
No,20.9,31.2,0,11.6,3.1,NE,43,NNE,N,28,26,51,33,1012.7,1010,7,7,23.1,28.4,No
Yes,8.8,17.2,0,2.2,1.3,W,39,NW,SSW,13,26,62,87,1014.9,1010.3,6,8,13,13.5,No
Yes,6.5,13.2,28.2,5.6,3.9,SSE,52,SW,SSW,26,28,79,81,1029.9,1028.1,7,7,10.2,12.8,Yes
No,20.6,36.9,0,12.8,11.8,SSE,35,N,ESE,17,15,50,25,1015.7,1011.7,0,5,26,35,No
Yes,4.6,15.5,12.6,1.6,6.5,WSW,24,NNE,W,9,6,88,55,1024.3,1021.5,3,7,8,14.6,Yes
No,18.7,23.7,0,5.2,2.2,SSW,41,S,S,28,24,73,72,1022.6,1021.5,7,7,22,22,No
No,12.3,22.8,0.4,5.2,8.1,SE,37,SE,SE,15,28,54,53,1019.6,1016.5,6,5,20.2,21.4,No
No,19.1,23.6,2,5.8,7.7,E,54,ESE,E,22,31,59,56,1014.7,1014.1,7,3,21.7,22.7,Yes
No,21.8,32.3,0,8,10.1,NE,37,NE,N,24,15,57,35,1019.2,1014.6,3,5,23.9,30.6,No
Yes,7.6,11.9,15,0.8,3.5,SSW,50,S,SW,15,30,97,70,1017,1016.8,8,5,7.7,8.7,Yes
No,4.9,15.8,0,1.6,5.5,S,20,SW,SW,6,9,90,55,1027.9,1024.6,3,7,10.2,14.2,No
No,14.8,27.9,0,5,9.3,NNE,24,ENE,ENE,13,7,58,36,1022.5,1018.4,3,6,22.2,27,No
Yes,11.4,19.4,0.8,2.4,4.7,NNW,52,WNW,WNW,20,33,65,86,1017.6,1013.6,6,7,15.8,15.3,No
Yes,23.4,26.2,8.8,6.2,1.3,SSE,56,WSW,S,15,28,88,76,1009,1009.1,6,7,25.2,25.8,Yes
Yes,14.6,19.8,0,4,4.2,S,35,ESE,SE,9,19,75,68,1010.8,1010.7,8,4,17.2,19.3,No
No,20.9,28,16,3.4,6.2,NNE,41,NNW,ENE,9,24,84,69,1012.1,1010.7,7,5,23.3,27.1,Yes
No,7.3,18.1,0,4,9.6,WSW,35,NW,ESE,17,9,58,41,1028.2,1025.3,1,1,10.6,17,No
Yes,3.6,11.6,0,1.4,6.9,S,31,NNW,SW,15,19,56,57,1019.6,1020.3,1,7,9.1,10.1,No
Yes,24.9,43.5,0,14.8,11.8,SSE,61,NE,NNW,13,15,25,14,1012.2,1010.3,1,2,32.8,41.7,No
No,15.1,20.7,0.4,4.4,5.8,S,43,SSE,SSE,22,24,49,67,1018.9,1017.5,2,7,18.5,18.1,No
No,17.4,28.8,0,5.2,8.1,NE,41,NNW,NE,9,30,61,68,1016,1013.1,4,7,25.6,26.7,No
Yes,5.7,14.9,1.8,3.8,6.8,W,104,NNE,WNW,19,26,65,84,998.3,990.8,7,7,9.3,10,Yes
Yes,10.7,20.3,6,4.6,7.3,WNW,74,N,NW,24,50,87,48,1011.9,1007,5,6,15,19.2,Yes
No,10.9,23.2,0,6.2,9.7,WSW,61,N,WSW,20,26,37,22,1009.7,1006.8,2,2,18.6,20.6,No
Yes,16.4,25,28.8,5.4,9.7,SW,31,SSW,NNE,11,13,60,46,1010.2,1007,4,7,19.2,23.2,Yes
Yes,16.5,31.5,0,12,10.3,NNE,52,NNE,NE,31,20,40,18,1019.5,1015.7,1,0,22.5,30.2,No
No,11.5,24.8,12,4.2,12,WNW,41,E,W,11,24,73,40,1016.6,1014.3,2,1,16.6,24.3,Yes
No,9,18,0,3.6,9.8,W,52,W,W,17,33,54,40,1011.8,1009.8,1,1,11.5,17.5,No
No,8.7,20.7,0,1,8.5,SW,33,W,SSE,19,13,56,48,1018,1015,1,2,17.8,19.2,No
No,17.5,21.3,1.4,6.8,11.4,SE,44,SE,SE,26,24,69,54,1019.3,1019.8,4,5,19.4,20.3,Yes
No,12.9,26.5,0,3,9,NNE,37,N,NNE,2,28,66,63,1026.2,1023,1,1,21.8,24.3,No
No,9.1,13.7,0.2,1.8,1.8,WNW,39,WNW,NW,24,20,86,76,1022.1,1021.7,8,6,10.4,12.8,No
Yes,10.7,13.9,0.4,3.4,0.7,N,48,N,NNW,33,20,70,79,1016,1013.5,7,7,12.3,13.3,No
No,16.9,22.2,0,13.2,10,S,70,S,ENE,30,22,64,45,1013.3,1012.7,5,1,18,21.7,No
Yes,8.8,17.5,0,4.2,0.2,NE,46,NE,NNE,20,19,51,30,1023.6,1018.8,8,8,12.9,17.3,No
No,14.8,17.8,0,10,3.7,WSW,61,WSW,S,30,44,36,45,1011,1014.4,2,4,17.5,16.7,No
No,16.3,27.1,31.4,6.8,11,W,39,NW,W,13,19,85,38,1011.3,1009.7,3,4,19.1,26.2,Yes
No,16.3,20.2,0,7.2,4.6,S,52,SSW,S,31,31,75,69,1020.7,1020.1,7,6,17.5,19.6,No
Yes,13.2,26.2,0,2.2,8,NW,24,ENE,NNE,6,9,73,37,1019,1015.3,6,1,15.9,25.2,No
No,7.8,17.4,0,4.2,9.8,WSW,37,WNW,WNW,13,19,57,31,1020.1,1018.1,0,0,10.2,17.1,No
Yes,11.2,18.9,0,3,7.2,NNW,59,N,NNW,22,30,69,56,1013.9,1010.9,1,6,14.4,16.8,No
Yes,12.1,24.7,0,4,6.8,WSW,50,NE,W,11,19,62,79,1013.3,1012.5,2,7,18.6,20,No
Yes,6.9,14.6,0.6,0.4,1.1,W,41,N,SW,15,2,90,80,1005.5,1003.8,7,7,10.1,12,No
No,-2.2,14.6,0,4.6,9.7,SW,39,SSE,WSW,11,24,72,36,1022.8,1018.7,2,3,4.8,13.8,No
No,14.8,22,0,6,9.3,S,35,WNW,S,9,24,74,78,1022.1,1020.7,7,3,19.1,21.2,No
No,15.8,22.8,0,6,12.6,WNW,35,WNW,WNW,15,22,68,60,1015.6,1013.7,1,1,20.3,21.8,No
Yes,24.5,33.2,0,3.2,6.6,ESE,61,SE,WNW,17,11,88,58,1007.3,1003.2,7,7,26.3,32.2,No
Yes,17.2,23.4,0,5,7.4,S,37,SSE,E,13,17,70,67,1011,1009.4,4,7,21.7,22.1,No
No,17.2,27.6,0,7,13.5,ENE,39,S,ENE,9,24,68,50,1020.6,1017.5,2,2,21.4,25.5,No
Yes,14.9,18.1,3.8,0.4,0,S,28,SSE,SE,13,15,96,97,1012.1,1007.5,8,8,15.5,17.4,Yes
Yes,20.3,23,76.8,7,0.5,E,70,S,S,35,31,99,99,999,997.1,8,8,20.3,21.2,Yes
No,10.8,19.4,0.8,0.6,2.9,SW,17,NW,S,7,9,78,70,1012.7,1009.4,7,7,14.8,17.1,No
Yes,7.2,12.8,6.6,2.6,2.5,S,52,WSW,SSW,20,28,90,64,1026.2,1027.1,5,7,8.1,11.6,Yes
Yes,19.9,23.8,0,5.4,10.5,NW,44,NW,NW,26,22,86,78,1011.9,1010.7,7,2,21.7,22.4,No
Yes,14.4,23.1,0,2.8,7.5,ESE,24,SSW,E,4,13,69,64,1023,1018.8,4,5,17.9,20.7,No
Yes,24.3,32,0.2,7,10.5,ENE,33,NE,ENE,9,20,75,69,1002.3,999.2,5,4,29.4,31.1,No
No,9.9,15.4,0.2,2.8,4.5,W,48,WNW,WSW,15,31,81,43,1014.4,1013.4,7,7,10.4,13.6,No
No,18.6,22.8,0.8,4.2,9.4,E,41,SE,ESE,20,20,73,62,1017.6,1016.6,3,3,20.1,21.6,No
Yes,13.9,33.1,0,6.2,11.6,E,72,NE,NW,26,30,45,62,1014.6,1012.2,3,4,25.1,22.9,No
Yes,14,20.9,10.2,3.8,3,SSE,33,SSE,SE,17,17,92,65,1031.3,1028.4,8,6,16,20.4,Yes
No,4.6,13.1,0,0.2,0.2,WSW,20,WSW,WSW,6,11,97,74,1027.7,1026.4,7,7,6.3,12.9,No
No,19.1,29.8,0,5.8,7.8,N,39,NNE,S,17,24,67,75,1007,1004,7,2,23.1,24.1,No
Yes,14.6,16.4,38.2,7.2,0.5,SSW,56,SSW,SSW,33,41,86,75,1026.1,1024.5,7,7,15.5,16.2,Yes
Yes,26,33.8,0,6.4,5.8,E,72,WSW,WNW,13,28,67,62,1008.5,1005,6,3,30,32.5,No
No,17,19.9,3.2,7.8,0.1,WNW,102,WNW,WNW,54,61,31,36,1000.3,1000.2,8,0,17.1,19.1,Yes
No,1.1,17.7,0,3,10.4,WSW,33,SSE,SW,7,17,67,28,1027.5,1025.6,1,1,9.2,16.8,No
Yes,10.7,15.1,0.2,1.2,0.1,SW,37,WSW,WSW,17,13,80,94,1022.7,1021.8,7,7,12.9,13.9,No
Yes,8.7,21.8,0.2,2.4,7.1,W,50,N,WNW,13,24,84,57,1019,1017.2,4,3,14.1,20.3,No
No,15.7,22,0,5.4,5.2,SSE,30,E,ESE,13,17,59,55,1020.3,1018.5,7,7,18.7,20.5,No
No,16.8,22.2,3,4.6,5.3,SE,33,ESE,SE,17,17,74,67,1022.9,1021.3,7,4,20.2,20.6,Yes
No,11.1,19.4,3.8,0.2,7.3,W,22,WNW,E,17,11,88,64,1029.7,1026.4,4,2,13,18.4,Yes
No,16.6,28.2,0,9.6,13.1,ENE,46,NE,ENE,17,26,62,50,1018.8,1016.1,1,1,23.7,27.7,No
No,10.9,18.7,5.2,0.6,6,WNW,57,NNW,WNW,20,31,55,31,1008.7,1003.6,7,3,13.8,16.9,Yes
No,19.4,26.5,1.6,6.6,9.6,SE,39,E,ESE,24,24,53,50,1022.1,1021,3,3,23.7,24.8,Yes
No,25.4,33.5,0,13.6,3.7,N,46,NW,N,9,28,46,52,1012,1009.8,4,7,28.9,29.7,No
No,15.2,19,0,5.8,9.3,SSW,33,SSW,SSW,13,17,55,55,1022.4,1020.9,6,7,17,17.8,No
Yes,6.8,12.9,0.2,1.8,0,N,54,NE,NNE,7,19,83,81,1017.8,1011.2,8,8,10,12.6,No
Yes,20.8,22.5,32.8,2.8,0.5,ENE,59,NE,ENE,13,37,96,92,1001.5,1000.1,8,8,22.3,21.8,Yes
No,14.1,22.8,0.2,6.8,6.7,NNE,46,NNE,NE,6,19,58,59,1018.7,1013.5,6,5,19.4,21,No
Yes,10.4,18.9,0.4,2.8,8.2,W,76,W,WNW,26,33,76,28,1006.9,1004.7,3,6,12.7,17.3,No
Yes,23,31.6,0,6,4.1,SSE,44,NNE,ENE,7,7,66,82,1009.7,1005.1,7,8,27.9,26.2,No
Yes,21.2,26.6,2.2,7.6,2.9,S,31,S,SE,15,17,90,96,1019.5,1017.1,7,8,22.9,23.1,Yes
Yes,13,21,0.2,4,3.2,NNW,35,NNW,N,20,26,61,55,1004.7,999.3,3,7,15.8,19.6,No
Yes,10.2,17.9,3.6,1.2,5.7,W,50,N,SW,15,15,91,84,1019.5,1018.5,7,6,12.7,15.3,Yes
Yes,10.2,15.6,10.2,1.4,7.8,WSW,48,SW,SSW,15,20,61,55,1015.5,1015.5,7,6,13.6,13.1,Yes
No,8.3,18.4,0,4.2,10,WNW,35,WNW,SSE,17,15,53,57,1023,1020.2,1,3,12.6,16.5,No
Yes,20.8,29.5,0,8,9.3,ENE,24,NW,NE,7,9,52,50,1013.6,1010.3,7,4,25.9,28.3,No
No,7.8,13.9,2.8,3,6.3,SSW,54,WSW,SSW,24,33,62,63,1025.8,1023,6,6,10.3,13.5,Yes
Yes,16.7,22.7,0,15.2,0.5,SSW,46,W,ENE,15,6,67,99,1008.7,1007.3,7,8,21.7,19.3,No
Yes,9.6,14.8,7.8,2.6,2.1,WSW,44,WNW,WSW,17,17,76,85,1007.2,1008.9,4,8,12.2,11.5,Yes
Yes,19.7,23.6,0,5.4,0.2,SSE,52,ESE,SE,28,33,71,88,1014.4,1012.7,7,7,21.6,21,No
No,21.3,28.3,0,6.8,6.9,NE,44,NNE,NE,24,30,58,51,1017.9,1014.9,8,6,24.7,26.2,No
Yes,12.2,19,0,3.2,9.1,SSW,28,WSW,WNW,4,11,59,50,1020.5,1018.1,1,1,16.9,18.1,No
Yes,17.4,21,41,5.4,4.3,SW,35,NNE,SW,17,15,92,89,1008.3,1004.6,7,6,17.8,19.8,Yes
Yes,12.7,16.9,1.8,4.4,0.9,SW,39,SSW,SSW,19,22,72,50,1013.4,1011.4,7,7,14.2,15.5,Yes
No,13.1,19.4,3.4,6,8.4,WNW,70,NW,WNW,33,39,59,69,1007.3,1005.7,1,3,17.9,18.7,Yes
Yes,8.2,14.8,1.2,2,2.5,SSW,57,W,SSW,22,22,77,55,1011.9,1010.2,7,7,8.9,13.6,Yes
Yes,14.1,22.7,0,10.6,9.7,SW,61,N,WSW,24,19,47,39,1006.3,1003.2,3,4,17.5,20.5,No
Yes,12.8,21.7,0,0.8,3,WSW,37,E,W,4,17,83,74,1015,1012.3,8,7,14.7,20.3,No
Yes,24.6,31.6,6,6,1,SSE,50,S,WNW,15,28,85,79,1007.8,1004.6,7,8,28,30.8,Yes
No,1.7,18.3,0,4.8,10,WSW,44,SW,W,11,28,45,22,1016.4,1012.7,1,1,10.9,17.9,No
Yes,8.7,14.4,0.6,1.6,7.4,WNW,59,NW,WNW,33,31,80,69,1008.5,1007.3,5,7,10.4,13.4,No
Yes,13.2,19.1,0,1,0.2,SSW,26,WNW,SSW,9,13,81,67,1024.3,1021.8,7,7,14.6,17.4,No
Yes,23.4,29,10.6,5,1.7,E,39,SE,ENE,13,24,80,69,1010.8,1008.4,7,7,26.7,27.7,Yes
No,12.7,20.6,9.4,3.4,5.9,WNW,48,W,SSE,28,19,70,63,1010.8,1010.2,6,2,16.2,18.9,Yes
Yes,7.7,14.8,3.2,0.2,4.7,WNW,30,ENE,ENE,11,11,89,89,1007.8,1004.6,4,7,10.5,12.8,Yes
No,13.3,22.1,4.8,9.2,11.6,W,76,W,W,39,46,36,33,998.1,1001,1,2,17.1,21.6,Yes
No,21.9,25.4,10.2,3.8,10.3,SW,41,SSW,SW,20,26,70,68,1008.6,1009.1,4,4,22.8,24.6,Yes
No,6.7,17.8,0,2.8,10.2,SSE,35,WSW,SSE,13,24,67,53,1027.6,1023.7,3,1,13.9,16.7,No
